title,publish_date,text
"Amazon App Quiz Today: Amazon app quiz October 27, 2020: Get answers to these five questions to win 10gm gold bar",,"PM Modi released a ₹100 coin to commemorate the 100th birth anniversary of Vijaya Scindia, who is also known as the Rajmata of which city?

Gwalior The 2020 Nobel Prize for Economics was awarded to Paul R. Milgrom and Robert B. Wilson for their contributions in improving which theory?

Auction Theory World Student’s Day is observed every year on 15th October to commemorate the birth anniversary of which Indian president?

APJ Abdul Kalam For which team does this player play for in the IPL 2020?

Rajasthan Royals This statue was a gift to the United States from the people of which country?

France

Daily quiz on Amazon is live now. As part of today’s quiz, the e-commerce platform is giving participants a chance to win gold bar. Those interested can enter the quiz by answering all five questions of the quiz correctly.The questions are usually based on general knowledge and current affairs. Amazon app quiz starts daily at 8am and continues till 12pm. Amazon quiz has one winner who is chosen via lucky draw. Results for today’s quiz will be announced later in the day.Here are five questions along with their respective answers that can help you win 10gm gold bar"
"Flipkart quiz October 27, 2020: Get answers to these questions to win gifts, discounts vouchers and more",,"In which year was the Delhi team renamed?

2019 Who among these has not captained an IPL team in more than 100 matches?

Virender Sehwag Against which team was the lowest total of the IPL (49 runs) made by Bangalore in 2017?

Kolkata Knight Riders Identify the only player to be a part of the 1st and the 500th IPL match.

Zaheer Khan Who is the only Indian to score a century in the IPL under 40 balls?

Yusuf Pathan

Walmart-owned e-commerce platform Flipkart is back with another edition of its daily quiz. Flipkart Daily trivia is available under the Games zones and offers participants a chance to win gifts, discounts vouchers and more by answering quiz questions.There are usually five questions of the quiz that must be answered correctly to become eligible for the prize. The e-tailer also gives Flipkart Super coins as the quiz prize. The Flipkart quiz starts daily at 12am and continues till 12pm.Here are five questions of today’s quiz with their respective answers that can help you win prizes and gifts."
Youtube New Feature: 4 new features YouTube is rolling out to Android and iPhone users,,"Google’s video streaming platform YouTube has announced a host of new features on its app. The new features an... Read More

Google’s video streaming platform YouTube has announced a host of new features on its app. The new features announced will be rolled out to Android and iOS users starting today. Here are the four new features YouTube announced:

Video Chapter - This feature was first introduced by YouTube for desktop users in May and now has been introduced for smartphone users as well. The feature allows users to skip specific sections of a video. From now on, users will be able to see a list of all chapters included in the video each with a preview thumbnail of what they will find in that chapter.

A new position of 2 icons page - YouTube has moved the caption button, which it claims is a more prominent location, on the video player on phones. Also, the app will now have an autoplay toggle which will make it easier to turn on or off while they are watching.

Gesture support - The app now comes with an option to enter and exit the full-screen mode by swiping up to enter full screen and down to exit.

Suggested actions - The suggested action feature will prompt users to rotate their phone or play a video in VR when it thinks a user “can have a better experience.” YouTube also said that it will introduce more suggested actions in the future.

"
oneplus nord n10 5g: OnePlus Nord N10 and Nord N100 smartphones launched,,"NEW DELHI: Smartphone maker OnePlus has launched two mid-range smartphones under the Nord series. The company has launched Nord N10 and Nord N100. Both the smartphones run Android 10 operating system topped with Oxygen OS 10.5. The duo comes with a rear-mounted fingerprint sensor.

The company has priced the OnePlus Nord N10 for 329 euros (Rs 28,985) and it can be purchased at Rs Midnight Ice colour. On the other hand, the Nord N100 is priced at 179 euros and it can be purchased in Midnight Frost colour. The smartphones will start selling in the UK and Europe starting in November and later it will be available in North America.

OnePlus Nord N10 5G specifications

The OnePlus Nord N10 5G comes with a 6.49-inch full HD+ display with 90Hz refresh rate. The display is protected with a Corning Gorilla Glass 3 on top. The handset is powered by an octa-core Qualcomm Snapdragon 690 processor paired with Adreno 619 GPU.

The smartphone packs 6GB of RAM and 128GB internal storage which can be expanded further by adding a microSD card. The device comes with dual SIM functionality and runs Android 10 operating system topped with Oxygen OS 10.5. The device comes equipped with a side-mounted fingerprint sensor and is backed by a 4300mAh battery with Warp Charge 30T charging support.

The OnePlus Nord N10 sports a quad-rear camera setup which comprises a 64MP main sensor with f/1.79 aperture, 8MP ultra-wide-angle lens, 2MP monochrome sensor and 2MP macro sensor. The front is home to a 16MP selfie shooter.

OnePlus Nord N100 specifications

The OnePlus Nord N100 is powered by an octa-core Qualcomm Snapdragon 460 processor coupled with 4GB of RAM. The smartphone offers 64GB internal storage which can be expanded up to 256GB by installing a microSD card.

The handset features a 6.52-inch HD+ display with 720x1600 pixel resolution. The display is made scratch resistant with a coating of Corning Gorilla Glass 3 on top. The device comes equipped with a rear-mounted fingerprint sensor and runs Android 10 operating system.

OnePlus Nord N100 sports a triple rear camera which consists of 13MP main sensor with f/2.2 aperture, 2MP depth sensor and 2MP macro sensor. You will find an 8MP front camera with f/2.0 aperture on the smartphone. The handset is backed by a 5000mAh battery with 18W fast charging.

"
List of fixed deposit rates of various banks,,"Below-mentioned is the list of fixed deposit rates of various banks:

Bank FD Rate of Interest Senior Citizen FD Rates SBI Fixed Deposit 5.25% - 6.25% 5.75% - 6.75% HDFC Bank Fixed Deposit 3.50% - 6.75% 4.00% - 7.25% ICICI Bank Fixed Deposit 4.00% - 6.75% 4.50% - 7.25% Axis Bank 3.50% - 6.85% 3.50% - 7.35% Kotak Bank 3.50% - 6.85% 4.00% - 7.35% IDFC Bank 4.00% - 7.50% 4.50% - 8.00% Bank of Baroda 4.25% - 6.55% 4.75% - 7.05% Citibank 3.00% - 5.25% 3.50% - 5.75% IDBI Bank 4.25% - 6.75% 4.25% - 7.25% Indian Bank 4.50% - 6.50% 5.00% - 7.00% Indian Overseas Bank 4.00% - 6.75% 4.50% - 7.25% OBC 4.00% - 6.60% - PNB 5.25% - 6.60% 5.75% - 7.10% HDFC 7.35% - 7.40% 7.60% - 7.65% PNB Housing Finance 7.45% - 7.45% 7.70% - 7.70% Allahabad Bank 4.00% - 6.50% - Andhra Bank 4.00% - 6.50% 4.50% - 7.00% Bank of India 5.25% - 6.60% 5.25% - 7.10% Bank of Maharashtra 4.25% - 6.50% 4.25% - 7.00% Canara Bank 4.20% - 6.50% 4.70% - 7.00% Central Bank of India 4.75% - 6.60% 5.25% - 7.00% Dena Bank 4.00% - 6.50% 4.50% - 7.00% Punjab and Sind Bank 4.00% - 6.60% 4.00% - 7.10% UCO Bank 4.50% - 6.50% - Union Bank of India 5.00% - 6.75% 5.50% - 7.25% Vijaya Bank 4.00% - 6.60% 4.50% - 7.10% United Bank of India 4.00% - 6.10% 4.00% - 6.50% Federal Bank 3.50% - 6.75% 4.00% - 7.25% Bandhan Bank 3.50% - 7.00% 4.00% - 7.50% HSBC Bank 3.00% - 6.25% 3.50% - 6.75% South Indian Bank 4.00% - 7.10% 4.50% - 7.60% IndusInd Bank 4.00% - 6.85% 4.50% - 7.35% DCB Bank 4.00% - 7.55% 4.50% - 8.05% Karur Vysya Bank 5.00% - 7.00% 5.00% - 7.50% DHFL 7.70% - 8.00% 7.95% - 8.25% LIC Housing Finance 7.30% - 7.45% 7.55% - 7.70% Syndicate Bank 4.75% - 6.50% 5.25% - 7.00% DBS Bank 4.00% - 7.20% 4.00% - 7.20% Karnataka Bank 3.50% - 7.25% 4.00% - 7.75% Dhan Laxmi Bank 4.00% - 6.60% 4.00% - 7.10% Lakshmi Vilas Bank 4.50% - 7.25% 4.50% - 7.75% RBL Bank 5.00% - 7.20% 5.50% - 7.70% Standard Chartered Bank 4.25% - 6.85% 5.00% - 7.35% Corporation Bank 4.50% - 6.70% 5.00% - 7.20% Jammu And Kashmir Bank 5.00% - 6.75% 5.50% - 7.25% Yes Bank 5.00% - 6.75% 5.50% - 7.25%

A fixed deposit is a form of investment method offered by banks and several non-banking financial companies (NBFCs). In a fixed deposit, you deposit a certain amount of money for a fixed time period during which this money earns interest. Fixed deposit is a tried and tested way to increase your savings, as it gives a higher rate of interest than savings accounts. In addition to this, FDs are considered to be one of the safest investment options, as they are independent of market fluctuations, and returns on them are assured."
"India squad for Australia tour 2020: Rohit Sharma out of Australia tour with hamstring injury; Siraj in Test squad, Varun in T20Is",,"The Squads:

Team India T20I squad:

Team India ODI squad:

Team India Test squad:

NEW DELHI: India's limited-over vice-captain and senior opener Rohit Sharma was on Monday left out of all three squads for the tour of Australia due to a recurring hamstring injury which is set to oust him from the remainder of the Indian Premier League as well.In Rohit's absence, the in-form KL Rahul will be Virat Kohli 's deputy in the white ball teams and is also back in the Test squad after a considerable period of time. Wicketkeeper-batsman Rishabh Pant failed to make the cut for the limited overs even though he retained his place in the Test squad.""The BCCI Medical Team will continue to monitor the progress of Rohit Sharma and Ishant Sharma ,"" BCCI secretary Jay Shah said in a press release announcing the squads.The tour of Australia comprises three T20 Internationals, as many ODIs and four Tests. It is set to get underway from November 27.It is learnt that in case of Rohit, it might take a good six to eight weeks for complete recovery from the injury that he picked up during the IPL.""It is unlikely that Rohit will take any further part in this year's Indian Premier League. He will have to go back to India and be at the National Cricket Academy (NCA) for the rehabilitation,"" a senior BCCI source told PTI on conditions of anonymity.The story of Monday's selection was undoubtedly Rahul, who is also now India's first-choice keeper in both T20 Internationals and ODIs as selectors finally ran out of patience with Pant.""Rahul is being looked as India's first choice white-ball keeper till the 2021 World T20 and beyond. Also he has impressed everyone with his leadership skills and that's why this elevation as vice-captain,"" the source said.Sanju Samson will be the second wicket-keeper in T20 International squad which also features Kolkata Knight Riders' mystery spinner Varun Chakravarthy .Among other notable inclusions, pacer Mohammed Siraj has been rewarded with a Test call-up for his consistent red-ball performances. The absence of the injured duo of Ishant Sharma and Bhuvneshwar Kumar also paved the way for his selection.""Siraj and (Navdeep) Saini were automatic choices in the Test team once Bhuvi (thigh muscle) and Ishant (Left rib cage) were ruled out,"" the source said.It is understood that Pant's dodgy fitness and tendency to put on weight has not gone down well with Sunil Joshi-led selection committee, which wanted him to be served a wake-up call.""In any case, all three teams will be there, Pant, if need be, can be added to the squad,"" the source added.It is undoubtedly a big day for the 29-year-old Chennai-based architect Varun, who has played 21 representative matches at the senior level, including 11 T20 games -- all at the IPL.His five-wicket haul against Delhi Capitals is one of the highlights of this IPL and he has bowled brilliantly at the death mixing his clever variations.With Kuldeep Yadav not being preferred by his own franchise for the better part, it is Varun, who has stolen the limelight.The tour will also prove to be a good exposure for T Natarajan, Kamlesh Nagarkoti, Kartik Tyagi and Ishan Porel.""Ishan will primarily be a red ball net bowler while Natarajan provides the left-arm variation training for white ball. Kartik Tyagi bowls good yorkers and Kamlesh has pace. In case, any main team bowler gets injured, one of the four can be easily drafted in,"" the source said.Virat Kohli (Captain), Shikhar Dhawan, Mayank Agarwal, KL Rahul (vice-captain and wicket-keeper), Shreyas Iyer, Manish Pandey, Hardik Pandya, Sanju Samson (wicket-keeper), Ravindra Jadeja, Washington Sundar, Yuzvendra Chahal, Jasprit Bumrah, Mohd. Shami, Navdeep Saini, Deepak Chahar, Varun ChakravarthyVirat Kohli (Captain), Shikhar Dhawan, Shubman Gill, KL Rahul (vice-captain & wicket-keeper), Shreyas Iyer, Manish Pandey, Hardik Pandya, Mayank Agarwal, Ravindra Jadeja, Yuzvendra Chahal, Kuldeep Yadav, Jasprit Bumrah, Mohd. Shami, Navdeep Saini, Shardul ThakurVirat Kohli (Captain), Mayank Agarwal, Prithvi Shaw, KL Rahul, Cheteshwar Pujara, Ajinkya Rahane (vice-captain), Hanuma Vihari, Shubman Gill, Wriddhiman Saha (wicket-keeper), Rishabh Pant (wicket-keeper), Jasprit Bumrah, Mohd. Shami, Umesh Yadav, Navdeep Saini, Kuldeep Yadav, Ravindra Jadeja, R. Ashwin, Mohd. Siraj"
Signs you’re ready to date after a breakup,,"You don't compare anyone to your ex

If you've made peace with not making any comparisons of the new person with your ex, you can do justice to a new relationship."
DIY ways to colour hair,,"Chalks

Wet your hair and roll some chalk on the section you wish to colour with the hue of your choice. When done, style it to lock the colour till the next hair wash."
Zodiac signs who love to cuddle,2020-10-27 08:00:00+05:30,"Human comfort and love are one of the most intimate moments in life. Being able to snuggle in comfortably with your partner is what all couples should aspire to do. After all, a relationship is all about intimate moments and making your partner feel special. Cuddling can be a great way to destress after a busy, mindful day. So we bring to you these zodiac signs who love to cuddle and are great cuddlers!"
Opting to get pregnant in 40s? Know how safe is late pregnancy and what to expect,2020-10-28 05:00:00+05:30,"Becoming a mother in the 40s indeed poses some complications and health risk; having said that, it is quite possible to have a healthy pregnancy and a healthy baby. You simply have to be extra careful and stay in close touch with your doctor. If you are trying to get pregnant naturally from the past six months or more and have been unsuccessful, it is best to see a fertility specialist. A fertility specialist will run a few tests to evaluate the factors affecting your ability to get pregnant. As per the American College of Obstetricians and Gynecologists (ACOG), most women cannot get naturally pregnant after the age of 45 years.

"
What it is like to be in a sexless marriage,,"Sex is erotic, exciting, alluring and all things fine. This natural human need has brought people closer and initiated closer intimacy among strained relationships. You get that beautiful feeling at any time in the day and indulge in amazing sex sessions with your partner. Whether you’re in a casual relationship or serious one, sex is your go-to peace. Even when love goes awry, sex undeniably binds together the relationship.Hence, we bring to you a woman’s account of being in a sexless marriage.It’s been six years since we got married. Life’s been blissful and I’ve never been thankful. I have a beautiful family and two twins who make every second worthwhile. My husband and I met when we were working and our marriage has been a successful one. We used to go out on dates, candlelight dinners (so cheesy!) and he even used to give flowers. Sex was amazing and we never got enough of each other. Until a year after having kids.I’ve been blessed with two beautiful daughters but I feel like we’ve stopped having sex at all, ever since I had our children. At first, it seemed natural because pregnancy completely alters your body. I stopped having any desires and mostly because both of us rarely got any sleep! But with time as well, I noticed that my husband didn’t feel attracted to me anymore.It was heartbreaking. Since it was a love marriage, both of us were very familiar with our emotional and sexual preferences. It was great before, but it left me quite puzzled as to why my husband didn’t want sex any more. Our communication was getting weaker and it left me frustrated whenever I was alone in my room, thinking.I wonder what is the reason behind this. My work hours or me, myself? Don’t get me wrong, I love my body and I'm proud of it, but this is equally sad. I’ve even struggled to come into terms with realising and wanting sex openly with my husband.I slowly realised that he didn’t deter emotionally, that means he still loves me. That’s a relief. But the, why doesn’t he want sex?After practising countless times on how to approach the discussion, I went straight ahead and had a talk with my husband. Turns out, he gets really tired after work and isn’t really in a mood to have sex. He even further said that his work keeps him so occupied that he hardly has time to think at all. He then brushed off the topic with a smile and kissed me.I felt content but then, couldn’t stop thinking about it. He does have time because he spends sufficient time with our kids and on days when our kids are with their grandparents, we go out to have dinner. That’s great but we come home and fall asleep. Me? Unwillingly.I was determined to approach the topic once more. After all, sex is just as important, right? Marriages are built on love, trust, understanding and definitely sex and so, my husband finally came around. He said, he just didn’t see me the same as he did before my pregnancy. I was left dumbfounded. I felt tears sogging up my eyes. The thought that my after-pregnancy body would be the reason never crossed my mind. He quickly corrected that he loved my body and the marks our children left. But what he couldn’t come into terms was that he couldn’t have sex with the woman who bore his children. I watched him quietly as he struggled to express and elaborate on the reason.My husband loved my body but couldn’t have sex with the woman who birthed his kids. What kind of a reason was that?I understood that I should just let the matter go for now because we both needed time to process our thoughts and feelings. Long before I was surfing the internet for answers, I came across a couple’s sex therapy online. Therapy seemed scary because if we attended, it meant our marriage was a problem. The truth was harsh.Surprisingly, my husband was eager to attend the therapy, provided it was online. We paid for our first session in the beginning, and let me tell you, we are slowly working it out. I didn’t understand what my husband’s problem was, but our therapist made me understand better. So for now, we are working it out. Therapy has been good and I feel there’s an improvement. We still haven’t got to sex but I feel like we are edging forward to it now."
